User,User Name,Tweet,Time,Following?,Follows?,Followers,Following,Location,Account Age,Website,Language,Profile Image
PeterBardens,Peter Bardens,$FDX FedEx Corporation (FDX) Stock Shows Recovery From Current Slump stocknomics.co/u/NjQwMzcx,Mon Sep 07 12:07:29 +0000 2015,false,false,109,57,,http://t.co/7dZQiOJJID,en,Profile Page,
Stock_Tracker1,Stock_Tracker,"FDX FedEx Corp. Bid
dlvr.it/C5DG8C

$FDX $BXLT $DIS $FXB #FDX #nasdaq #tradeideas",Tue Sep 08 07:39:12 +0000 2015,false,false,1482,496,,"1 years, 10 months",en,Profile Page,
danrocks4,danrocks,"FXE Currency Shares Euro Trust Day High
dlvr.it/C5DKGZ

$FXE $HACK $GOOG $FDX #FXE #stock #stockmarket",Tue Sep 08 07:40:03 +0000 2015,false,false,714,499,,"1 years, 10 months",en,Profile Page,
TheStockGuyz,Michael James,Our Penny Stock Alert On $GEQU Is Up 614.29% For Our Subscribers! Check Out Our New Pick: tinyurl.com/q6s7gjb $FDX $CIM $JOE,Tue Sep 08 08:23:29 +0000 2015,false,false,23104,0,,"2 months, 4 weeks",en,Profile Page,
Stockfiendz,Michael Cook,"Our Penny Stock Picks Gained Over 3,000% In The Past Year! New Pick Just Released Tonight: bit.ly/1FksiYp $FDX $CIM $JOE",Tue Sep 08 08:27:19 +0000 2015,false,false,13024,0,,"3 months, 2 days",en,Profile Page,
TheStockGuyz,Michael James,Our Penny Stock Alert On $GEQU Is Up 614.29% For Our Subscribers! Check Out Our New Pick: tinyurl.com/q6s7gjb $TLM $GTE $FDX,Tue Sep 08 13:43:58 +0000 2015,false,false,23104,0,,"2 months, 4 weeks",en,Profile Page,
Traderific,Traderific,"BUY $BA 133.82, BUY $BIG 46.95, BUY $DHI 31.48, BUY $FDX 153.29. More stock tips &amp; details at: traderific.com/?date=2015-09-…",Tue Sep 08 20:25:56 +0000 2015,false,false,151,9,,http://t.co/eYvUBdD98g,en,Profile Page,
Stockfiendz,Michael Cook,"Our Penny Stock Picks Gained Over 3,000% In The Past Year! New Pick Just Released Tonight: bit.ly/1FksiYp $TLM $GTE $FDX",Wed Sep 09 00:31:06 +0000 2015,false,false,13024,0,,"3 months, 2 days",en,Profile Page,
Stock_Tracker1,Stock_Tracker,"RDSH Roadships Holdings, Inc. Market Cap
dlvr.it/C5fQNY

$RDSH $DHI $GOOGL $FDX #RDSH #stocks #invest",Wed Sep 09 01:44:05 +0000 2015,false,false,1482,496,,"1 years, 10 months",en,Profile Page,
lookn4wins,lookn4wins,"SLTD Solar3D, Inc. Ask Size
dlvr.it/C5fNdz

$SLTD $INTC $BNS.TO $FDX #SLTD #tradeideas #stock",Wed Sep 09 01:45:09 +0000 2015,false,false,982,495,,"1 years, 10 months",en,Profile Page,
Stock_Tracker1,Stock_Tracker,"TBT ProShares UltraShort  20+ Year Treasury Summary
dlvr.it/C5fM7K

$TBT $ASHR $MNKD $FDX #TBT #stocks #tradeideas",Wed Sep 09 01:45:33 +0000 2015,false,false,1482,496,,"1 years, 10 months",en,Profile Page,
Stockaholics,Stockaholics,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our HUGE New Alert: bit.ly/1K6qUKg $TLM $GTE $FDX",Wed Sep 09 03:58:35 +0000 2015,false,false,15143,8,,"1 years, 4 months",en,Profile Page,
StockDawgzz,Stock Dawgzz,We Have Seen INCREDIBLE GAINS On Our Stock Picks Lately! See Our New Pick: goo.gl/Nukfef $TLM $GTE $FDX,Wed Sep 09 03:59:44 +0000 2015,false,false,15760,1,,"5 months, 4 weeks",en,Profile Page,
Stockenheimer1,StockenheimerSchmidt,Our Penny Stock Pick On $GEQU Saw Its Value Multiplied Nearly Ten Times In 2 Months! Huge News: ow.ly/RXClY $TLM $GTE $FDX,Wed Sep 09 04:00:38 +0000 2015,false,false,5029,0,,"1 years, 4 months",en,Profile Page,
StockRocketzz,Stock Rocket,Our Stock Alerts Are Seeing Huge Gains! Get Special Early Access To New Picks: tinyurl.com/ptw9sd9 $TLM $GTE $FDX,Wed Sep 09 04:01:23 +0000 2015,false,false,14862,1,,"1 years, 4 months",en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Wed Sep 09 12:21:17 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
WatchlistN,Watchlist News,FedEx Stock Rating Lowered by Zacks (FDX) ift.tt/1idghiJ,Wed Sep 09 14:50:10 +0000 2015,false,false,502,10,,"1 years, 7 months",en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Thu Sep 10 06:13:18 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Thu Sep 10 11:47:14 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
Stockaholics,Stockaholics,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our HUGE New Alert: bit.ly/1K6qUKg $TLM $GTE $FDX",Thu Sep 10 12:29:28 +0000 2015,false,false,15143,8,,"1 years, 4 months",en,Profile Page,
StockDawgzz,Stock Dawgzz,We Have Seen INCREDIBLE GAINS On Our Stock Picks Lately! See Our New Pick: goo.gl/Nukfef $TLM $GTE $FDX,Thu Sep 10 12:30:13 +0000 2015,false,false,15760,1,,"5 months, 4 weeks",en,Profile Page,
Stockenheimer1,StockenheimerSchmidt,Our Penny Stock Pick On $GEQU Saw Its Value Multiplied Nearly Ten Times In 2 Months! Huge News: ow.ly/RXClY $TLM $GTE $FDX,Thu Sep 10 12:30:50 +0000 2015,false,false,5029,0,,"1 years, 4 months",en,Profile Page,
StockRocketzz,Stock Rocket,Our Stock Alerts Are Seeing Huge Gains! Get Special Early Access To New Picks: tinyurl.com/ptw9sd9 $TLM $GTE $FDX,Thu Sep 10 12:31:46 +0000 2015,false,false,14862,1,,"1 years, 4 months",en,Profile Page,
PortalZigZag,Portal ZigZag,FDX Earnings Preview: 2 Trades for FedEx Stock ift.tt/1Meg2As,Thu Sep 10 16:03:53 +0000 2015,false,false,2841,2767,,"7 months, 3 weeks",id,Profile Page,
1LuckyJimmy,Lucky Jimmy,"FDX FedEx Corp. Stock Forum
dlvr.it/C6pNqX

$FDX $CVX $BAC $TMV #FDX #investing #finance",Fri Sep 11 04:41:37 +0000 2015,false,false,447,492,IH,http://t.co/b6HCTM0G2l,en,Profile Page,
danrocks4,danrocks,"MO Altria Group Inc. Tick
dlvr.it/C6pQ79

$MO $MBLY $PPL $FDX #MO #stock #pennystocks",Fri Sep 11 04:43:04 +0000 2015,false,false,714,499,,"1 years, 10 months",en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Fri Sep 11 07:43:11 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
JosephHargett,Joseph Hargett,FDX Earnings Preview: 2 Trades for FedEx Stock $FDX invstplc.com/1i39301,Fri Sep 11 11:21:14 +0000 2015,false,false,213,263,,http://t.co/slFzG9bnLD,en,Profile Page,
wallstreetscope,WallStreet Scope,"Morning Stock Trends: Vishay Intertechnology Inc. (VSH), Symantec Corporation (SYMC), Qihoo 360 Technology Co. Ltd. wallstreetscope.com/morning-stock-…",Fri Sep 11 14:04:36 +0000 2015,false,false,1586,26,,http://t.co/8pWHo5BlYU,en,Profile Page,
1LuckyJimmy,Lucky Jimmy,"MCD McDonalds Corp. Stock Forum
dlvr.it/C77lbz

$MCD $FDX $SQQQ $MDVN #MCD #stocks #share",Fri Sep 11 17:40:14 +0000 2015,false,false,447,492,IH,http://t.co/b6HCTM0G2l,en,Profile Page,
firsttomarkets,FirstToMarkets,FedEx Corporation Lower Price Target by Robert W. Baird (Ranked 10th) to  with 195 PT $FDX #FDX firsttomarkets.com/analytics/stoc…,Fri Sep 11 18:30:22 +0000 2015,false,false,137,39,,http://t.co/pvYJ4srUXZ,en,Profile Page,
InvestWorldNews,Invest World News,FDX Earnings Preview: 2 Trades for FedEx Stock investmentworldnews.com/2015/09/10/fdx…,Fri Sep 11 18:36:24 +0000 2015,false,false,238,32,,http://t.co/ZnYWLOlGCA,en-gb,Profile Page,
IHPosts2,Investors Hangout,"UNG United States Natural Gas Fund Stock Message Board
dlvr.it/C7BBNt

$UNG $BBRY $APDN $FDX #UNG #invest #stocks",Fri Sep 11 19:47:16 +0000 2015,false,false,13150,471,,"1 years, 2 months",en,Profile Page,
Traderific,Traderific,"BUY $AAPL 114.02, SHORT $BTU 1.65, BUY $DHI 31.34, SELL $FDX 148.69. More stock tips &amp; details at: traderific.com/?date=2015-09-…",Fri Sep 11 20:27:23 +0000 2015,false,false,151,9,,http://t.co/eYvUBdD98g,en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Fri Sep 11 23:44:00 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
StockDawgzz,Stock Dawgzz,We Have Seen INCREDIBLE GAINS On Our Stock Picks Lately! See Our New Pick: goo.gl/Nukfef $FDX $CIM $JOE,Sat Sep 12 02:09:45 +0000 2015,false,false,15760,1,,"5 months, 4 weeks",en,Profile Page,
Stockaholics,Stockaholics,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our HUGE New Alert: bit.ly/1K6qUKg $FDX $CIM $JOE",Sat Sep 12 02:10:29 +0000 2015,false,false,15143,8,,"1 years, 4 months",en,Profile Page,
StockRocketzz,Stock Rocket,Our Stock Alerts Are Seeing Huge Gains! Get Special Early Access To New Picks: tinyurl.com/ptw9sd9 $FDX $CIM $JOE,Sat Sep 12 02:13:31 +0000 2015,false,false,14862,1,,"1 years, 4 months",en,Profile Page,
Stockenheimer1,StockenheimerSchmidt,Our Penny Stock Pick On $GEQU Saw Its Value Multiplied Nearly Ten Times In 2 Months! Huge News: ow.ly/RXClY $FDX $CIM $JOE,Sat Sep 12 02:14:34 +0000 2015,false,false,5029,0,,"1 years, 4 months",en,Profile Page,
MoneyMarketzz,Paul Henry,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our New Picks: snipurl.com/2a78lv6 $TLM $GTE $FDX",Sat Sep 12 07:49:38 +0000 2015,false,false,13007,0,,"2 months, 4 weeks",en,Profile Page,
